model_display_name,provider,subject,year,session,exercise,item_key,n_responses,item_accuracy,response_sd,response_min,response_max,dimension_T1,dimension_T2,dimension_T3,dimension_T4,dimension_T5,dimension_T6,dimension_T7,dimension_T8,matched_overall,matched_analysis_3,matched_physics_2
DeepSeek V4 Flash (no thinking),deepseek,analysis_3,2026,primoapp_tema_b,1,analysis_3|2026|primoapp_tema_b|E1,1,99.47368421,,99.47368421,99.47368421,100.0,100.0,97.5,100.0,100.0,100.0,100.0,,True,True,False
DeepSeek V4 Pro,deepseek,analysis_3,2026,primoapp_tema_b,1,analysis_3|2026|primoapp_tema_b|E1,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
GPT-5.6 Sol,openai,analysis_3,2026,primoapp_tema_b,1,analysis_3|2026|primoapp_tema_b|E1,1,99.47368421,,99.47368421,99.47368421,100.0,100.0,97.5,100.0,100.0,100.0,100.0,,True,True,False
Gemini 3.1 Pro Preview,google,analysis_3,2026,primoapp_tema_b,1,analysis_3|2026|primoapp_tema_b|E1,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
Gemini 3.5 Flash,google,analysis_3,2026,primoapp_tema_b,1,analysis_3|2026|primoapp_tema_b|E1,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
Gemma 4 31B IT,google,analysis_3,2026,primoapp_tema_b,1,analysis_3|2026|primoapp_tema_b|E1,1,92.36842105,,92.36842105,92.36842105,100.0,100.0,85.0,85.0,90.0,90.625,96.42857143,,True,True,False
Grok 4.3,xai,analysis_3,2026,primoapp_tema_b,1,analysis_3|2026|primoapp_tema_b|E1,1,62.63157895,,62.63157895,62.63157895,62.5,70.0,87.5,40.0,60.0,37.5,57.14285714,,True,True,False
Grok 4.5,xai,analysis_3,2026,primoapp_tema_b,1,analysis_3|2026|primoapp_tema_b|E1,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
OpenAI GPT-4.1,openai,analysis_3,2026,primoapp_tema_b,1,analysis_3|2026|primoapp_tema_b|E1,1,67.89473684,,67.89473684,67.89473684,76.25,60.0,90.0,56.66666667,70.0,34.375,57.14285714,,True,True,False
OpenAI o3,openai,analysis_3,2026,primoapp_tema_b,1,analysis_3|2026|primoapp_tema_b|E1,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
Claude Fable 5,anthropic,analysis_3,2026,primoapp_tema_b,2,analysis_3|2026|primoapp_tema_b|E2,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
Claude Haiku 4.5,anthropic,analysis_3,2026,primoapp_tema_b,2,analysis_3|2026|primoapp_tema_b|E2,1,62.0,,62.0,62.0,77.5,55.0,67.5,65.0,52.5,62.5,67.85714286,0.0,True,True,False
Claude Sonnet 4.5,anthropic,analysis_3,2026,primoapp_tema_b,2,analysis_3|2026|primoapp_tema_b|E2,1,81.25,,81.25,81.25,83.75,71.66666667,92.5,90.0,60.0,87.5,71.42857143,75.0,True,True,False
DeepSeek V4 Flash,deepseek,analysis_3,2026,primoapp_tema_b,2,analysis_3|2026|primoapp_tema_b|E2,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
DeepSeek V4 Flash (no thinking),deepseek,analysis_3,2026,primoapp_tema_b,2,analysis_3|2026|primoapp_tema_b|E2,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
DeepSeek V4 Pro,deepseek,analysis_3,2026,primoapp_tema_b,2,analysis_3|2026|primoapp_tema_b|E2,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
GPT-5.6 Sol,openai,analysis_3,2026,primoapp_tema_b,2,analysis_3|2026|primoapp_tema_b|E2,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
Gemini 3.1 Pro Preview,google,analysis_3,2026,primoapp_tema_b,2,analysis_3|2026|primoapp_tema_b|E2,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
Gemini 3.5 Flash,google,analysis_3,2026,primoapp_tema_b,2,analysis_3|2026|primoapp_tema_b|E2,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
Gemma 4 31B IT,google,analysis_3,2026,primoapp_tema_b,2,analysis_3|2026|primoapp_tema_b|E2,1,98.5,,98.5,98.5,100.0,100.0,96.25,100.0,100.0,100.0,89.28571429,100.0,True,True,False
Grok 4.3,xai,analysis_3,2026,primoapp_tema_b,2,analysis_3|2026|primoapp_tema_b|E2,1,98.5,,98.5,98.5,100.0,100.0,92.5,100.0,100.0,100.0,100.0,100.0,True,True,False
Grok 4.5,xai,analysis_3,2026,primoapp_tema_b,2,analysis_3|2026|primoapp_tema_b|E2,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
OpenAI GPT-4.1,openai,analysis_3,2026,primoapp_tema_b,2,analysis_3|2026|primoapp_tema_b|E2,1,93.0,,93.0,93.0,100.0,100.0,100.0,90.0,67.5,87.5,82.14285714,100.0,True,True,False
OpenAI o3,openai,analysis_3,2026,primoapp_tema_b,2,analysis_3|2026|primoapp_tema_b|E2,1,98.75,,98.75,98.75,100.0,100.0,100.0,100.0,92.5,100.0,92.85714286,100.0,True,True,False
Claude Fable 5,anthropic,analysis_3,2026,primoapp_tema_b,3,analysis_3|2026|primoapp_tema_b|E3,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
Claude Haiku 4.5,anthropic,analysis_3,2026,primoapp_tema_b,3,analysis_3|2026|primoapp_tema_b|E3,1,65.78947368,,65.78947368,65.78947368,70.0,81.66666667,76.25,48.33333333,55.0,50.0,60.71428571,,True,True,False
Claude Sonnet 4.5,anthropic,analysis_3,2026,primoapp_tema_b,3,analysis_3|2026|primoapp_tema_b|E3,1,46.05263158,,46.05263158,46.05263158,75.0,45.0,33.75,25.0,50.0,37.5,50.0,,True,True,False
DeepSeek V4 Flash,deepseek,analysis_3,2026,primoapp_tema_b,3,analysis_3|2026|primoapp_tema_b|E3,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
DeepSeek V4 Flash (no thinking),deepseek,analysis_3,2026,primoapp_tema_b,3,analysis_3|2026|primoapp_tema_b|E3,1,97.89473684,,97.89473684,97.89473684,90.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
DeepSeek V4 Pro,deepseek,analysis_3,2026,primoapp_tema_b,3,analysis_3|2026|primoapp_tema_b|E3,1,86.57894737,,86.57894737,86.57894737,85.0,93.33333333,92.5,85.0,80.0,87.5,71.42857143,,True,True,False
GPT-5.6 Sol,openai,analysis_3,2026,primoapp_tema_b,3,analysis_3|2026|primoapp_tema_b|E3,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
Gemini 3.1 Pro Preview,google,analysis_3,2026,primoapp_tema_b,3,analysis_3|2026|primoapp_tema_b|E3,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
Gemini 3.5 Flash,google,analysis_3,2026,primoapp_tema_b,3,analysis_3|2026|primoapp_tema_b|E3,1,98.94736842,,98.94736842,98.94736842,95.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
Gemma 4 31B IT,google,analysis_3,2026,primoapp_tema_b,3,analysis_3|2026|primoapp_tema_b|E3,1,72.10526316,,72.10526316,72.10526316,70.0,73.33333333,82.5,63.33333333,65.0,75.0,71.42857143,,True,True,False
Grok 4.3,xai,analysis_3,2026,primoapp_tema_b,3,analysis_3|2026|primoapp_tema_b|E3,1,90.52631579,,90.52631579,90.52631579,85.0,93.33333333,95.0,85.0,92.5,87.5,100.0,,True,True,False
Grok 4.5,xai,analysis_3,2026,primoapp_tema_b,3,analysis_3|2026|primoapp_tema_b|E3,1,97.89473684,,97.89473684,97.89473684,95.0,100.0,100.0,100.0,100.0,87.5,100.0,,True,True,False
OpenAI GPT-4.1,openai,analysis_3,2026,primoapp_tema_b,3,analysis_3|2026|primoapp_tema_b|E3,1,71.05263158,,71.05263158,71.05263158,75.0,73.33333333,72.5,63.33333333,65.0,75.0,71.42857143,,True,True,False
OpenAI o3,openai,analysis_3,2026,primoapp_tema_b,3,analysis_3|2026|primoapp_tema_b|E3,1,97.89473684,,97.89473684,97.89473684,90.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
Claude Fable 5,anthropic,analysis_3,2026,quartoapp,1,analysis_3|2026|quartoapp|E1,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
Claude Haiku 4.5,anthropic,analysis_3,2026,quartoapp,1,analysis_3|2026|quartoapp|E1,1,66.31578947,,66.31578947,66.31578947,80.0,73.33333333,45.0,56.66666667,80.0,56.25,85.71428571,,True,True,False
Claude Sonnet 4.5,anthropic,analysis_3,2026,quartoapp,1,analysis_3|2026|quartoapp|E1,1,51.57894737,,51.57894737,51.57894737,57.5,63.33333333,40.0,33.33333333,75.0,37.5,64.28571429,,True,True,False
DeepSeek V4 Flash,deepseek,analysis_3,2026,quartoapp,1,analysis_3|2026|quartoapp|E1,1,98.15789474,,98.15789474,98.15789474,100.0,100.0,91.25,100.0,100.0,100.0,100.0,,True,True,False
DeepSeek V4 Flash (no thinking),deepseek,analysis_3,2026,quartoapp,1,analysis_3|2026|quartoapp|E1,1,88.42105263,,88.42105263,88.42105263,100.0,91.66666667,82.5,80.0,90.0,81.25,89.28571429,,True,True,False
DeepSeek V4 Pro,deepseek,analysis_3,2026,quartoapp,1,analysis_3|2026|quartoapp|E1,1,98.15789474,,98.15789474,98.15789474,100.0,100.0,91.25,100.0,100.0,100.0,100.0,,True,True,False
GPT-5.6 Sol,openai,analysis_3,2026,quartoapp,1,analysis_3|2026|quartoapp|E1,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
Gemini 3.1 Pro Preview,google,analysis_3,2026,quartoapp,1,analysis_3|2026|quartoapp|E1,1,98.15789474,,98.15789474,98.15789474,100.0,100.0,91.25,100.0,100.0,100.0,100.0,,True,True,False
Gemini 3.5 Flash,google,analysis_3,2026,quartoapp,1,analysis_3|2026|quartoapp|E1,1,96.31578947,,96.31578947,96.31578947,100.0,100.0,82.5,100.0,100.0,100.0,100.0,,True,True,False
Gemma 4 31B IT,google,analysis_3,2026,quartoapp,1,analysis_3|2026|quartoapp|E1,1,98.15789474,,98.15789474,98.15789474,100.0,100.0,91.25,100.0,100.0,100.0,100.0,,True,True,False
Grok 4.3,xai,analysis_3,2026,quartoapp,1,analysis_3|2026|quartoapp|E1,1,90.52631579,,90.52631579,90.52631579,100.0,100.0,87.5,56.66666667,100.0,100.0,100.0,,True,True,False
Grok 4.5,xai,analysis_3,2026,quartoapp,1,analysis_3|2026|quartoapp|E1,1,98.42105263,,98.42105263,98.42105263,92.5,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
OpenAI GPT-4.1,openai,analysis_3,2026,quartoapp,1,analysis_3|2026|quartoapp|E1,1,75.26315789,,75.26315789,75.26315789,92.5,83.33333333,57.5,36.66666667,100.0,81.25,100.0,,True,True,False
OpenAI o3,openai,analysis_3,2026,quartoapp,1,analysis_3|2026|quartoapp|E1,1,97.36842105,,97.36842105,97.36842105,100.0,100.0,91.25,100.0,100.0,90.625,100.0,,True,True,False
Claude Fable 5,anthropic,analysis_3,2026,quartoapp,2,analysis_3|2026|quartoapp|E2,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
Claude Haiku 4.5,anthropic,analysis_3,2026,quartoapp,2,analysis_3|2026|quartoapp|E2,1,44.5,,44.5,44.5,70.0,53.33333333,30.0,40.0,47.5,50.0,25.0,0.0,True,True,False
Claude Sonnet 4.5,anthropic,analysis_3,2026,quartoapp,2,analysis_3|2026|quartoapp|E2,1,49.25,,49.25,49.25,61.25,75.0,55.0,40.0,45.0,31.25,25.0,0.0,True,True,False
DeepSeek V4 Flash,deepseek,analysis_3,2026,quartoapp,2,analysis_3|2026|quartoapp|E2,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
DeepSeek V4 Flash (no thinking),deepseek,analysis_3,2026,quartoapp,2,analysis_3|2026|quartoapp|E2,1,57.25,,57.25,57.25,61.25,55.0,66.25,40.0,60.0,68.75,50.0,50.0,True,True,False
DeepSeek V4 Pro,deepseek,analysis_3,2026,quartoapp,2,analysis_3|2026|quartoapp|E2,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
GPT-5.6 Sol,openai,analysis_3,2026,quartoapp,2,analysis_3|2026|quartoapp|E2,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
Gemini 3.1 Pro Preview,google,analysis_3,2026,quartoapp,2,analysis_3|2026|quartoapp|E2,1,98.25,,98.25,98.25,100.0,100.0,100.0,100.0,100.0,100.0,75.0,100.0,True,True,False
Gemini 3.5 Flash,google,analysis_3,2026,quartoapp,2,analysis_3|2026|quartoapp|E2,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
Gemma 4 31B IT,google,analysis_3,2026,quartoapp,2,analysis_3|2026|quartoapp|E2,1,55.25,,55.25,55.25,65.0,60.0,51.25,40.0,70.0,50.0,50.0,50.0,True,True,False
Grok 4.3,xai,analysis_3,2026,quartoapp,2,analysis_3|2026|quartoapp|E2,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
Grok 4.5,xai,analysis_3,2026,quartoapp,2,analysis_3|2026|quartoapp|E2,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
OpenAI GPT-4.1,openai,analysis_3,2026,quartoapp,2,analysis_3|2026|quartoapp|E2,1,46.5,,46.5,46.5,61.25,60.0,55.0,40.0,40.0,31.25,25.0,0.0,True,True,False
OpenAI o3,openai,analysis_3,2026,quartoapp,2,analysis_3|2026|quartoapp|E2,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
Claude Fable 5,anthropic,analysis_3,2026,quartoapp,3,analysis_3|2026|quartoapp|E3,1,90.0,,90.0,90.0,85.0,80.0,100.0,86.66666667,90.0,100.0,92.85714286,,True,True,False
Claude Haiku 4.5,anthropic,analysis_3,2026,quartoapp,3,analysis_3|2026|quartoapp|E3,1,87.89473684,,87.89473684,87.89473684,85.0,80.0,100.0,80.0,90.0,100.0,78.57142857,,True,True,False
Claude Sonnet 4.5,anthropic,analysis_3,2026,quartoapp,3,analysis_3|2026|quartoapp|E3,1,85.0,,85.0,85.0,77.5,70.0,100.0,80.0,90.0,100.0,82.14285714,,True,True,False
DeepSeek V4 Flash,deepseek,analysis_3,2026,quartoapp,3,analysis_3|2026|quartoapp|E3,1,90.0,,90.0,90.0,85.0,80.0,100.0,86.66666667,90.0,100.0,92.85714286,,True,True,False
DeepSeek V4 Flash (no thinking),deepseek,analysis_3,2026,quartoapp,3,analysis_3|2026|quartoapp|E3,1,86.31578947,,86.31578947,86.31578947,85.0,70.0,100.0,73.33333333,90.0,100.0,92.85714286,,True,True,False
DeepSeek V4 Pro,deepseek,analysis_3,2026,quartoapp,3,analysis_3|2026|quartoapp|E3,1,88.94736842,,88.94736842,88.94736842,85.0,80.0,100.0,80.0,90.0,100.0,92.85714286,,True,True,False
GPT-5.6 Sol,openai,analysis_3,2026,quartoapp,3,analysis_3|2026|quartoapp|E3,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
Gemini 3.1 Pro Preview,google,analysis_3,2026,quartoapp,3,analysis_3|2026|quartoapp|E3,1,90.0,,90.0,90.0,85.0,80.0,100.0,86.66666667,90.0,100.0,92.85714286,,True,True,False
Gemini 3.5 Flash,google,analysis_3,2026,quartoapp,3,analysis_3|2026|quartoapp|E3,1,90.0,,90.0,90.0,85.0,80.0,100.0,86.66666667,90.0,100.0,92.85714286,,True,True,False
Gemma 4 31B IT,google,analysis_3,2026,quartoapp,3,analysis_3|2026|quartoapp|E3,1,82.63157895,,82.63157895,82.63157895,77.5,80.0,100.0,70.0,60.0,100.0,92.85714286,,True,True,False
Grok 4.3,xai,analysis_3,2026,quartoapp,3,analysis_3|2026|quartoapp|E3,1,85.52631579,,85.52631579,85.52631579,70.0,80.0,100.0,80.0,90.0,100.0,89.28571429,,True,True,False
Grok 4.5,xai,analysis_3,2026,quartoapp,3,analysis_3|2026|quartoapp|E3,1,90.0,,90.0,90.0,85.0,80.0,100.0,86.66666667,90.0,100.0,92.85714286,,True,True,False
OpenAI GPT-4.1,openai,analysis_3,2026,quartoapp,3,analysis_3|2026|quartoapp|E3,1,88.15789474,,88.15789474,88.15789474,85.0,80.0,100.0,80.0,90.0,100.0,82.14285714,,True,True,False
OpenAI o3,openai,analysis_3,2026,quartoapp,3,analysis_3|2026|quartoapp|E3,1,88.94736842,,88.94736842,88.94736842,85.0,80.0,100.0,80.0,90.0,100.0,92.85714286,,True,True,False
Claude Fable 5,anthropic,analysis_3,2026,secondoapp_tema_a,1,analysis_3|2026|secondoapp_tema_a|E1,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
Claude Haiku 4.5,anthropic,analysis_3,2026,secondoapp_tema_a,1,analysis_3|2026|secondoapp_tema_a|E1,1,74.21052632,,74.21052632,74.21052632,75.0,83.33333333,67.5,73.33333333,80.0,71.875,67.85714286,,True,True,False
Claude Sonnet 4.5,anthropic,analysis_3,2026,secondoapp_tema_a,1,analysis_3|2026|secondoapp_tema_a|E1,1,77.63157895,,77.63157895,77.63157895,85.0,91.66666667,67.5,73.33333333,80.0,71.875,67.85714286,,True,True,False
DeepSeek V4 Flash,deepseek,analysis_3,2026,secondoapp_tema_a,1,analysis_3|2026|secondoapp_tema_a|E1,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
DeepSeek V4 Flash (no thinking),deepseek,analysis_3,2026,secondoapp_tema_a,1,analysis_3|2026|secondoapp_tema_a|E1,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
DeepSeek V4 Pro,deepseek,analysis_3,2026,secondoapp_tema_a,1,analysis_3|2026|secondoapp_tema_a|E1,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
GPT-5.6 Sol,openai,analysis_3,2026,secondoapp_tema_a,1,analysis_3|2026|secondoapp_tema_a|E1,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
Gemini 3.1 Pro Preview,google,analysis_3,2026,secondoapp_tema_a,1,analysis_3|2026|secondoapp_tema_a|E1,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
Gemini 3.5 Flash,google,analysis_3,2026,secondoapp_tema_a,1,analysis_3|2026|secondoapp_tema_a|E1,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
Gemma 4 31B IT,google,analysis_3,2026,secondoapp_tema_a,1,analysis_3|2026|secondoapp_tema_a|E1,1,97.63157895,,97.63157895,97.63157895,100.0,100.0,100.0,90.0,100.0,100.0,89.28571429,,True,True,False
Grok 4.3,xai,analysis_3,2026,secondoapp_tema_a,1,analysis_3|2026|secondoapp_tema_a|E1,1,96.31578947,,96.31578947,96.31578947,100.0,100.0,100.0,83.33333333,90.0,100.0,100.0,,True,True,False
Grok 4.5,xai,analysis_3,2026,secondoapp_tema_a,1,analysis_3|2026|secondoapp_tema_a|E1,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
OpenAI GPT-4.1,openai,analysis_3,2026,secondoapp_tema_a,1,analysis_3|2026|secondoapp_tema_a|E1,1,65.78947368,,65.78947368,65.78947368,65.0,75.0,47.5,73.33333333,80.0,62.5,67.85714286,,True,True,False
OpenAI o3,openai,analysis_3,2026,secondoapp_tema_a,1,analysis_3|2026|secondoapp_tema_a|E1,1,98.68421053,,98.68421053,98.68421053,100.0,91.66666667,100.0,100.0,100.0,100.0,100.0,,True,True,False
Claude Fable 5,anthropic,analysis_3,2026,secondoapp_tema_a,2,analysis_3|2026|secondoapp_tema_a|E2,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
Claude Haiku 4.5,anthropic,analysis_3,2026,secondoapp_tema_a,2,analysis_3|2026|secondoapp_tema_a|E2,1,36.5,,36.5,36.5,36.25,60.0,30.0,18.33333333,57.5,31.25,28.57142857,25.0,True,True,False
Claude Sonnet 4.5,anthropic,analysis_3,2026,secondoapp_tema_a,2,analysis_3|2026|secondoapp_tema_a|E2,1,24.75,,24.75,24.75,32.5,31.66666667,20.0,13.33333333,30.0,31.25,28.57142857,0.0,True,True,False
DeepSeek V4 Flash,deepseek,analysis_3,2026,secondoapp_tema_a,2,analysis_3|2026|secondoapp_tema_a|E2,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
DeepSeek V4 Flash (no thinking),deepseek,analysis_3,2026,secondoapp_tema_a,2,analysis_3|2026|secondoapp_tema_a|E2,1,64.75,,64.75,64.75,65.0,66.66666667,66.25,66.66666667,62.5,62.5,64.28571429,55.0,True,True,False
DeepSeek V4 Pro,deepseek,analysis_3,2026,secondoapp_tema_a,2,analysis_3|2026|secondoapp_tema_a|E2,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
GPT-5.6 Sol,openai,analysis_3,2026,secondoapp_tema_a,2,analysis_3|2026|secondoapp_tema_a|E2,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
Gemini 3.1 Pro Preview,google,analysis_3,2026,secondoapp_tema_a,2,analysis_3|2026|secondoapp_tema_a|E2,1,99.0,,99.0,99.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,True,True,False
Gemini 3.5 Flash,google,analysis_3,2026,secondoapp_tema_a,2,analysis_3|2026|secondoapp_tema_a|E2,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
Gemma 4 31B IT,google,analysis_3,2026,secondoapp_tema_a,2,analysis_3|2026|secondoapp_tema_a|E2,1,98.0,,98.0,98.0,100.0,100.0,100.0,91.66666667,92.5,100.0,100.0,100.0,True,True,False
Grok 4.3,xai,analysis_3,2026,secondoapp_tema_a,2,analysis_3|2026|secondoapp_tema_a|E2,1,60.75,,60.75,60.75,65.0,71.66666667,57.5,58.33333333,62.5,56.25,57.14285714,40.0,True,True,False
Grok 4.5,xai,analysis_3,2026,secondoapp_tema_a,2,analysis_3|2026|secondoapp_tema_a|E2,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
OpenAI GPT-4.1,openai,analysis_3,2026,secondoapp_tema_a,2,analysis_3|2026|secondoapp_tema_a|E2,1,23.5,,23.5,23.5,36.25,35.0,16.25,10.0,30.0,18.75,25.0,0.0,True,True,False
OpenAI o3,openai,analysis_3,2026,secondoapp_tema_a,2,analysis_3|2026|secondoapp_tema_a|E2,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
Claude Fable 5,anthropic,analysis_3,2026,secondoapp_tema_a,3,analysis_3|2026|secondoapp_tema_a|E3,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
Claude Haiku 4.5,anthropic,analysis_3,2026,secondoapp_tema_a,3,analysis_3|2026|secondoapp_tema_a|E3,1,33.94736842,,33.94736842,33.94736842,35.0,35.0,35.0,23.33333333,40.0,37.5,35.71428571,,True,True,False
Claude Sonnet 4.5,anthropic,analysis_3,2026,secondoapp_tema_a,3,analysis_3|2026|secondoapp_tema_a|E3,1,77.89473684,,77.89473684,77.89473684,80.0,80.0,80.0,76.66666667,70.0,75.0,78.57142857,,True,True,False
DeepSeek V4 Flash,deepseek,analysis_3,2026,secondoapp_tema_a,3,analysis_3|2026|secondoapp_tema_a|E3,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
DeepSeek V4 Flash (no thinking),deepseek,analysis_3,2026,secondoapp_tema_a,3,analysis_3|2026|secondoapp_tema_a|E3,1,92.10526316,,92.10526316,92.10526316,100.0,100.0,100.0,76.66666667,70.0,87.5,100.0,,True,True,False
DeepSeek V4 Pro,deepseek,analysis_3,2026,secondoapp_tema_a,3,analysis_3|2026|secondoapp_tema_a|E3,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
GPT-5.6 Sol,openai,analysis_3,2026,secondoapp_tema_a,3,analysis_3|2026|secondoapp_tema_a|E3,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
Gemini 3.1 Pro Preview,google,analysis_3,2026,secondoapp_tema_a,3,analysis_3|2026|secondoapp_tema_a|E3,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
Gemini 3.5 Flash,google,analysis_3,2026,secondoapp_tema_a,3,analysis_3|2026|secondoapp_tema_a|E3,1,96.84210526,,96.84210526,96.84210526,100.0,100.0,85.0,100.0,100.0,100.0,100.0,,True,True,False
Gemma 4 31B IT,google,analysis_3,2026,secondoapp_tema_a,3,analysis_3|2026|secondoapp_tema_a|E3,1,96.84210526,,96.84210526,96.84210526,100.0,100.0,85.0,100.0,100.0,100.0,100.0,,True,True,False
Grok 4.3,xai,analysis_3,2026,secondoapp_tema_a,3,analysis_3|2026|secondoapp_tema_a|E3,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
Grok 4.5,xai,analysis_3,2026,secondoapp_tema_a,3,analysis_3|2026|secondoapp_tema_a|E3,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
OpenAI GPT-4.1,openai,analysis_3,2026,secondoapp_tema_a,3,analysis_3|2026|secondoapp_tema_a|E3,1,93.15789474,,93.15789474,93.15789474,100.0,100.0,100.0,76.66666667,70.0,100.0,100.0,,True,True,False
OpenAI o3,openai,analysis_3,2026,secondoapp_tema_a,3,analysis_3|2026|secondoapp_tema_a|E3,1,98.94736842,,98.94736842,98.94736842,100.0,100.0,100.0,100.0,100.0,100.0,85.71428571,,True,True,False
Claude Fable 5,anthropic,analysis_3,2026,secondoapp_tema_b,1,analysis_3|2026|secondoapp_tema_b|E1,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
Claude Haiku 4.5,anthropic,analysis_3,2026,secondoapp_tema_b,1,analysis_3|2026|secondoapp_tema_b|E1,1,71.31578947,,71.31578947,71.31578947,70.0,83.33333333,67.5,63.33333333,80.0,71.875,64.28571429,,True,True,False
